longitude,latitude,aver_price,latlon
121.236346,31.058065,45.5,"121.236346,31.058065"
121.233711,31.060553,61.4,"121.233711,31.060553"
121.233711,31.060553,58.6,"121.233711,31.060553"
121.232532,31.065544,37.2,"121.232532,31.065544"
121.233711,31.060553,49.1,"121.233711,31.060553"
121.240489,31.054934,53.2,"121.240489,31.054934"
121.240489,31.054934,60.6,"121.240489,31.054934"
121.240489,31.054934,57.6,"121.240489,31.054934"
121.236346,31.058065,48.4,"121.236346,31.058065"
121.236356,31.064969,54.9,"121.236356,31.064969"
121.240489,31.054934,66.7,"121.240489,31.054934"
121.236356,31.064969,54.3,"121.236356,31.064969"
121.2367323,31.0600402,66.1,"121.2367323,31.0600402"
121.2661843,31.05998119,79.2,"121.2661843,31.05998119"
121.236356,31.064969,44.6,"121.236356,31.064969"
121.22517,31.072295,32.5,"121.22517,31.072295"
121.244126,31.04927,41.4,"121.244126,31.04927"
121.2519891,31.0620921,77.8,"121.2519891,31.0620921"
121.236346,31.058065,42.7,"121.236346,31.058065"
121.236356,31.064969,48.9,"121.236356,31.064969"
121.248677,31.065979,46.9,"121.248677,31.065979"
121.198601,31.052462,44.9,"121.198601,31.052462"
121.252759,31.071153,30.8,"121.252759,31.071153"
121.252759,31.071153,37.1,"121.252759,31.071153"
121.2661843,31.05998119,94.3,"121.2661843,31.05998119"
121.240489,31.054934,61.9,"121.240489,31.054934"
121.248275,31.064425,58.6,"121.248275,31.064425"
121.2367323,31.0600402,67.9,"121.2367323,31.0600402"
121.2519891,31.0620921,75.0,"121.2519891,31.0620921"
121.241935,31.058474,67.3,"121.241935,31.058474"
121.192921,31.054567,81.8,"121.192921,31.054567"
121.241032,31.066142,63.3,"121.241032,31.066142"
121.198601,31.052462,45.6,"121.198601,31.052462"
121.252759,31.071153,49.5,"121.252759,31.071153"
121.241032,31.066142,63.3,"121.241032,31.066142"
121.203945,31.073935,38.2,"121.203945,31.073935"
121.236346,31.058065,46.3,"121.236346,31.058065"
121.240489,31.054934,63.5,"121.240489,31.054934"
121.236346,31.058065,45.5,"121.236346,31.058065"
121.252759,31.071153,48.8,"121.252759,31.071153"
121.252759,31.071153,46.7,"121.252759,31.071153"
121.241935,31.058474,65.5,"121.241935,31.058474"
121.194067,31.057421,34.1,"121.194067,31.057421"
121.2661843,31.05998119,92.3,"121.2661843,31.05998119"
121.2661843,31.05998119,84.9,"121.2661843,31.05998119"
121.2661843,31.05998119,77.6,"121.2661843,31.05998119"
121.2661843,31.05998119,77.6,"121.2661843,31.05998119"
121.2661843,31.05998119,82.8,"121.2661843,31.05998119"
121.241935,31.058474,68.0,"121.241935,31.058474"
121.2428222,31.04845724,53.6,"121.2428222,31.04845724"
121.2519891,31.0620921,75.0,"121.2519891,31.0620921"
121.2367323,31.0600402,60.0,"121.2367323,31.0600402"
121.193758,31.050438,42.3,"121.193758,31.050438"
121.236346,31.058065,61.5,"121.236346,31.058065"
121.231755,31.061914,54.3,"121.231755,31.061914"
121.240489,31.054934,51.6,"121.240489,31.054934"
121.250774,31.061976,81.2,"121.250774,31.061976"
121.2661843,31.05998119,77.6,"121.2661843,31.05998119"
121.24260997526,31.057820710875,104.4,"121.24260997526,31.057820710875"
121.250774,31.061976,62.1,"121.250774,31.061976"
121.250774,31.061976,72.9,"121.250774,31.061976"
121.198987,31.051255,45.0,"121.198987,31.051255"
121.259362,31.061722,59.1,"121.259362,31.061722"
121.259362,31.061722,111.1,"121.259362,31.061722"
121.203945,31.073935,35.7,"121.203945,31.073935"
121.252759,31.071153,48.4,"121.252759,31.071153"
121.259362,31.061722,54.1,"121.259362,31.061722"
121.259362,31.061722,67.0,"121.259362,31.061722"
121.193758,31.050438,40.1,"121.193758,31.050438"
121.248275,31.064425,53.8,"121.248275,31.064425"
121.233711,31.060553,43.8,"121.233711,31.060553"
121.233711,31.060553,53.5,"121.233711,31.060553"
121.190168,31.049744,53.6,"121.190168,31.049744"
121.259362,31.061722,77.3,"121.259362,31.061722"
121.252759,31.071153,49.6,"121.252759,31.071153"
121.212863,31.066952,60.9,"121.212863,31.066952"
121.2425095,31.05400245,69.4,"121.2425095,31.05400245"
121.186453,31.047534,35.4,"121.186453,31.047534"
121.232532,31.065544,70.2,"121.232532,31.065544"
121.236356,31.064969,49.1,"121.236356,31.064969"
121.241935,31.058474,64.8,"121.241935,31.058474"
121.248275,31.064425,57.7,"121.248275,31.064425"
121.248275,31.064425,74.1,"121.248275,31.064425"
121.241935,31.058474,66.7,"121.241935,31.058474"
121.252723,31.066032,100.0,"121.252723,31.066032"
121.233711,31.060553,44.4,"121.233711,31.060553"
121.236085,31.065153,54.7,"121.236085,31.065153"
121.236085,31.065153,61.5,"121.236085,31.065153"
121.233711,31.060553,51.4,"121.233711,31.060553"
121.232532,31.065544,80.0,"121.232532,31.065544"
121.252723,31.066032,82.5,"121.252723,31.066032"
121.252759,31.071153,40.6,"121.252759,31.071153"
121.236356,31.064969,50.8,"121.236356,31.064969"
121.232503,31.063333,79.8,"121.232503,31.063333"
121.248677,31.065979,64.7,"121.248677,31.065979"
121.249212,31.067068,62.8,"121.249212,31.067068"
121.236085,31.065153,54.3,"121.236085,31.065153"
121.249212,31.067068,64.0,"121.249212,31.067068"
121.252723,31.066032,76.9,"121.252723,31.066032"
121.252723,31.066032,68.0,"121.252723,31.066032"
121.252759,31.071153,44.4,"121.252759,31.071153"
121.209046,31.067391,41.7,"121.209046,31.067391"
121.252759,31.071153,47.0,"121.252759,31.071153"
121.24260997526,31.057820710875,54.7,"121.24260997526,31.057820710875"
121.252723,31.066032,85.4,"121.252723,31.066032"
121.250774,31.061976,77.6,"121.250774,31.061976"
121.241935,31.058474,58.3,"121.241935,31.058474"
121.241935,31.058474,76.9,"121.241935,31.058474"
121.247159,31.064191,79.1,"121.247159,31.064191"
121.233711,31.060553,54.7,"121.233711,31.060553"
121.231755,31.061914,49.6,"121.231755,31.061914"
121.2367323,31.0600402,64.8,"121.2367323,31.0600402"
121.249212,31.067068,64.5,"121.249212,31.067068"
121.232503,31.063333,38.0,"121.232503,31.063333"
121.231755,31.061914,52.5,"121.231755,31.061914"
121.241935,31.058474,54.8,"121.241935,31.058474"
121.241935,31.058474,64.8,"121.241935,31.058474"
121.236346,31.058065,51.6,"121.236346,31.058065"
121.22517,31.072295,58.5,"121.22517,31.072295"
121.241935,31.058474,74.5,"121.241935,31.058474"
121.241935,31.058474,70.0,"121.241935,31.058474"
121.248275,31.064425,61.4,"121.248275,31.064425"
121.241935,31.058474,55.4,"121.241935,31.058474"
121.244126,31.04927,46.8,"121.244126,31.04927"
121.193758,31.050438,38.4,"121.193758,31.050438"
121.236356,31.064969,55.9,"121.236356,31.064969"
121.247159,31.064191,70.0,"121.247159,31.064191"
121.247159,31.064191,75.6,"121.247159,31.064191"
121.247159,31.064191,72.1,"121.247159,31.064191"
121.245972,31.049624,31.7,"121.245972,31.049624"
121.233711,31.060553,49.2,"121.233711,31.060553"
121.233711,31.060553,50.5,"121.233711,31.060553"
121.232503,31.063333,38.0,"121.232503,31.063333"
121.240489,31.054934,49.2,"121.240489,31.054934"
121.236346,31.058065,55.6,"121.236346,31.058065"
121.232503,31.063333,50.5,"121.232503,31.063333"
121.240489,31.054934,58.5,"121.240489,31.054934"
121.249212,31.067068,67.4,"121.249212,31.067068"
121.209046,31.067391,45.1,"121.209046,31.067391"
121.194067,31.057421,39.4,"121.194067,31.057421"
121.259362,31.061722,72.2,"121.259362,31.061722"
121.22517,31.072295,72.7,"121.22517,31.072295"
121.231755,31.061914,43.6,"121.231755,31.061914"
121.240489,31.054934,45.5,"121.240489,31.054934"
121.2425095,31.05400245,52.8,"121.2425095,31.05400245"
121.236085,31.065153,77.5,"121.236085,31.065153"
121.236085,31.065153,76.9,"121.236085,31.065153"
121.236346,31.058065,80.8,"121.236346,31.058065"
121.231755,31.061914,60.4,"121.231755,31.061914"
121.236356,31.064969,49.1,"121.236356,31.064969"
121.241032,31.066142,47.6,"121.241032,31.066142"
121.24260997526,31.057820710875,111.1,"121.24260997526,31.057820710875"
121.232532,31.065544,45.5,"121.232532,31.065544"
121.241032,31.066142,56.0,"121.241032,31.066142"
121.236085,31.065153,69.4,"121.236085,31.065153"
121.233711,31.060553,57.4,"121.233711,31.060553"
121.233711,31.060553,57.0,"121.233711,31.060553"
121.22517,31.072295,56.4,"121.22517,31.072295"
121.203945,31.073935,39.9,"121.203945,31.073935"
121.252759,31.071153,48.4,"121.252759,31.071153"
121.241935,31.058474,67.3,"121.241935,31.058474"
121.259362,31.061722,61.3,"121.259362,31.061722"
121.233711,31.060553,58.6,"121.233711,31.060553"
121.240489,31.054934,68.2,"121.240489,31.054934"
121.250774,31.061976,212.8,"121.250774,31.061976"
121.236356,31.064969,61.9,"121.236356,31.064969"
121.24260997526,31.057820710875,83.3,"121.24260997526,31.057820710875"
121.241935,31.058474,61.4,"121.241935,31.058474"
121.241935,31.058474,67.3,"121.241935,31.058474"
121.247159,31.064191,69.4,"121.247159,31.064191"
121.22517,31.072295,58.1,"121.22517,31.072295"
121.236356,31.064969,48.5,"121.236356,31.064969"
121.228386,31.060696,90.0,"121.228386,31.060696"
121.248677,31.065979,44.8,"121.248677,31.065979"
121.236346,31.058065,58.6,"121.236346,31.058065"
121.231755,31.061914,54.2,"121.231755,31.061914"
121.248677,31.065979,52.3,"121.248677,31.065979"
121.259362,31.061722,57.4,"121.259362,31.061722"
121.193758,31.050438,40.3,"121.193758,31.050438"
121.190168,31.049744,43.8,"121.190168,31.049744"
121.203945,31.073935,50.9,"121.203945,31.073935"
121.236085,31.065153,76.9,"121.236085,31.065153"
121.247197,31.063011,62.1,"121.247197,31.063011"
121.236085,31.065153,73.7,"121.236085,31.065153"
121.231755,31.061914,60.4,"121.231755,31.061914"
121.231755,31.061914,57.6,"121.231755,31.061914"
121.233711,31.060553,56.5,"121.233711,31.060553"
121.233711,31.060553,53.0,"121.233711,31.060553"
121.236085,31.065153,91.8,"121.236085,31.065153"
121.236346,31.058065,50.8,"121.236346,31.058065"
121.212863,31.066952,86.7,"121.212863,31.066952"
121.190168,31.049744,44.6,"121.190168,31.049744"
121.252759,31.071153,37.9,"121.252759,31.071153"
121.231755,31.061914,52.5,"121.231755,31.061914"
121.244126,31.04927,43.2,"121.244126,31.04927"
121.252723,31.066032,120.0,"121.252723,31.066032"
121.2367323,31.0600402,55.7,"121.2367323,31.0600402"
121.236356,31.064969,57.6,"121.236356,31.064969"
121.233711,31.060553,61.2,"121.233711,31.060553"
121.24260997526,31.057820710875,44.4,"121.24260997526,31.057820710875"
121.236356,31.064969,58.9,"121.236356,31.064969"
121.248677,31.065979,63.0,"121.248677,31.065979"
121.212863,31.066952,62.8,"121.212863,31.066952"
121.250774,31.061976,71.0,"121.250774,31.061976"
121.248275,31.064425,79.5,"121.248275,31.064425"
121.231755,31.061914,51.3,"121.231755,31.061914"
121.233711,31.060553,56.3,"121.233711,31.060553"
121.252723,31.066032,110.0,"121.252723,31.066032"
121.250774,31.061976,67.0,"121.250774,31.061976"
121.250774,31.061976,64.5,"121.250774,31.061976"
121.212863,31.066952,84.5,"121.212863,31.066952"
121.247197,31.063011,85.5,"121.247197,31.063011"
121.248275,31.064425,63.6,"121.248275,31.064425"
121.24260997526,31.057820710875,85.0,"121.24260997526,31.057820710875"
121.24260997526,31.057820710875,104.2,"121.24260997526,31.057820710875"
121.24260997526,31.057820710875,100.0,"121.24260997526,31.057820710875"
121.248275,31.064425,64.3,"121.248275,31.064425"
121.248275,31.064425,71.4,"121.248275,31.064425"
121.252759,31.071153,28.5,"121.252759,31.071153"
121.2519891,31.0620921,53.9,"121.2519891,31.0620921"
121.240489,31.054934,63.5,"121.240489,31.054934"
121.261174,31.064516,58.4,"121.261174,31.064516"
121.241032,31.066142,41.1,"121.241032,31.066142"
121.259362,31.061722,58.8,"121.259362,31.061722"
121.192921,31.054567,69.1,"121.192921,31.054567"
121.252723,31.066032,68.0,"121.252723,31.066032"
121.236356,31.064969,60.3,"121.236356,31.064969"
121.198601,31.052462,50.0,"121.198601,31.052462"
121.2661843,31.05998119,76.3,"121.2661843,31.05998119"
121.236356,31.064969,54.3,"121.236356,31.064969"
121.236356,31.064969,52.7,"121.236356,31.064969"
121.261174,31.064516,57.0,"121.261174,31.064516"
121.203945,31.073935,35.9,"121.203945,31.073935"
121.194067,31.057421,46.8,"121.194067,31.057421"
121.241935,31.058474,70.0,"121.241935,31.058474"
121.192921,31.054567,61.0,"121.192921,31.054567"
121.229143,31.063574,36.5,"121.229143,31.063574"
121.233711,31.060553,49.1,"121.233711,31.060553"
121.233711,31.060553,64.8,"121.233711,31.060553"
121.241032,31.066142,63.8,"121.241032,31.066142"
121.236356,31.064969,57.6,"121.236356,31.064969"
121.252723,31.066032,79.2,"121.252723,31.066032"
121.261174,31.064516,59.7,"121.261174,31.064516"
121.241032,31.066142,54.4,"121.241032,31.066142"
121.259362,31.061722,50.0,"121.259362,31.061722"
121.23355158556,31.020197108027,42.9,"121.23355158556,31.020197108027"
121.244515,31.016196,47.9,"121.244515,31.016196"
121.245969,31.020705,43.3,"121.245969,31.020705"
121.24213,31.017586,38.9,"121.24213,31.017586"
121.211391,31.022959,61.1,"121.211391,31.022959"
121.197447,31.01931974,47.7,"121.197447,31.01931974"
121.205582,31.021088,55.6,"121.205582,31.021088"
121.222664,31.023385,57.1,"121.222664,31.023385"
121.195329,31.019564,27.8,"121.195329,31.019564"
121.244515,31.016196,39.2,"121.244515,31.016196"
121.244515,31.016196,39.2,"121.244515,31.016196"
121.194549,31.01386,30.4,"121.194549,31.01386"
121.195329,31.019564,42.3,"121.195329,31.019564"
