longitude,latitude,aver_price,latlon
116.349768,39.796968,60.3,"116.349768,39.796968"
116.349768,39.796968,56.2,"116.349768,39.796968"
116.377536,39.799961,62.7,"116.377536,39.799961"
116.340189,39.800962,48.8,"116.340189,39.800962"
116.350111,39.797633,64.2,"116.350111,39.797633"
116.351575,39.795042,47.2,"116.351575,39.795042"
116.377536,39.799961,65.2,"116.377536,39.799961"
116.386011,39.806863,60.9,"116.386011,39.806863"
116.35269,39.797059,55.8,"116.35269,39.797059"
116.338303,39.798279,64.6,"116.338303,39.798279"
116.386011,39.806863,55.9,"116.386011,39.806863"
116.377536,39.799961,70.6,"116.377536,39.799961"
116.333514,39.797388,84.9,"116.333514,39.797388"
116.351575,39.795042,50.6,"116.351575,39.795042"
116.386011,39.806863,68.6,"116.386011,39.806863"
116.386011,39.806863,62.3,"116.386011,39.806863"
116.344664,39.802705,71.7,"116.344664,39.802705"
116.366467,39.798764,41.3,"116.366467,39.798764"
116.377536,39.799961,70.3,"116.377536,39.799961"
116.366467,39.798764,52.8,"116.366467,39.798764"
116.377536,39.799961,63.4,"116.377536,39.799961"
116.344664,39.802705,55.1,"116.344664,39.802705"
116.370455,39.797461,57.1,"116.370455,39.797461"
116.351575,39.795042,51.1,"116.351575,39.795042"
116.385869,39.772399,42.2,"116.385869,39.772399"
116.338303,39.798279,61.5,"116.338303,39.798279"
116.364295,39.797442,47.5,"116.364295,39.797442"
116.351575,39.795042,52.3,"116.351575,39.795042"
116.350111,39.797633,68.2,"116.350111,39.797633"
116.342803,39.797448,70.5,"116.342803,39.797448"
116.386011,39.806863,56.1,"116.386011,39.806863"
116.340189,39.800962,54.7,"116.340189,39.800962"
116.342803,39.799048,66.1,"116.342803,39.799048"
116.364295,39.797442,57.5,"116.364295,39.797442"
116.338303,39.798279,69.0,"116.338303,39.798279"
116.342803,39.799048,59.5,"116.342803,39.799048"
116.338519,39.789061,50.5,"116.338519,39.789061"
116.372483,39.801739,49.6,"116.372483,39.801739"
116.370179,39.804033,54.0,"116.370179,39.804033"
116.337584,39.795021,59.8,"116.337584,39.795021"
116.338303,39.798279,57.5,"116.338303,39.798279"
116.374819,39.807053,65.2,"116.374819,39.807053"
116.364295,39.797442,37.4,"116.364295,39.797442"
116.342803,39.799048,64.1,"116.342803,39.799048"
116.347685,39.792197,87.3,"116.347685,39.792197"
116.348786,39.799417,63.8,"116.348786,39.799417"
116.349891,39.796987,64.9,"116.349891,39.796987"
116.351995,39.801868,56.4,"116.351995,39.801868"
116.351219,39.804752,37.0,"116.351219,39.804752"
116.338303,39.798279,56.5,"116.338303,39.798279"
116.333514,39.797388,71.6,"116.333514,39.797388"
116.342803,39.797448,67.5,"116.342803,39.797448"
116.350111,39.797633,67.6,"116.350111,39.797633"
116.338303,39.798279,61.2,"116.338303,39.798279"
116.350111,39.797633,67.1,"116.350111,39.797633"
116.364295,39.797442,50.0,"116.364295,39.797442"
116.391186,39.773613,38.5,"116.391186,39.773613"
116.352435,39.806237,49.0,"116.352435,39.806237"
116.342803,39.792081,68.6,"116.342803,39.792081"
116.338519,39.789061,54.2,"116.338519,39.789061"
116.33898,39.800866,51.7,"116.33898,39.800866"
116.348786,39.799417,59.8,"116.348786,39.799417"
116.347685,39.792197,84.1,"116.347685,39.792197"
116.343657,39.788825,55.9,"116.343657,39.788825"
116.347785,39.802901,59.7,"116.347785,39.802901"
116.366467,39.798764,56.5,"116.366467,39.798764"
116.341375,39.802258,51.7,"116.341375,39.802258"
116.344664,39.802705,55.7,"116.344664,39.802705"
116.347785,39.802901,56.8,"116.347785,39.802901"
116.342803,39.799048,64.9,"116.342803,39.799048"
116.348786,39.799417,58.0,"116.348786,39.799417"
116.342803,39.799048,64.9,"116.342803,39.799048"
116.343657,39.788825,49.6,"116.343657,39.788825"
116.338303,39.798279,55.2,"116.338303,39.798279"
116.338303,39.798279,57.1,"116.338303,39.798279"
116.338303,39.798279,62.5,"116.338303,39.798279"
116.338303,39.798279,63.2,"116.338303,39.798279"
116.344664,39.802705,62.5,"116.344664,39.802705"
116.348786,39.799417,65.9,"116.348786,39.799417"
116.340189,39.800962,58.1,"116.340189,39.800962"
116.344664,39.802705,46.0,"116.344664,39.802705"
116.341375,39.802258,55.6,"116.341375,39.802258"
116.348786,39.799417,64.1,"116.348786,39.799417"
116.350111,39.797633,55.1,"116.350111,39.797633"
116.348786,39.799417,59.8,"116.348786,39.799417"
116.348786,39.799417,65.2,"116.348786,39.799417"
116.338303,39.798279,70.8,"116.338303,39.798279"
116.34715,39.806402,34.7,"116.34715,39.806402"
116.348474,39.807095,62.2,"116.348474,39.807095"
116.351901,39.800696,64.5,"116.351901,39.800696"
116.341375,39.802258,51.7,"116.341375,39.802258"
116.347771,39.791791,55.0,"116.347771,39.791791"
116.340189,39.800962,58.8,"116.340189,39.800962"
116.349768,39.796968,60.3,"116.349768,39.796968"
116.348786,39.799417,62.6,"116.348786,39.799417"
116.348786,39.799417,63.7,"116.348786,39.799417"
116.347785,39.802901,52.1,"116.347785,39.802901"
116.333514,39.797388,68.2,"116.333514,39.797388"
116.338402,39.792221,55.2,"116.338402,39.792221"
116.348786,39.799417,70.0,"116.348786,39.799417"
116.338519,39.789061,57.3,"116.338519,39.789061"
116.338303,39.798279,59.5,"116.338303,39.798279"
116.333514,39.797388,67.0,"116.333514,39.797388"
116.342803,39.799048,64.9,"116.342803,39.799048"
116.351995,39.801868,58.4,"116.351995,39.801868"
116.370455,39.797461,58.1,"116.370455,39.797461"
116.347785,39.802901,54.7,"116.347785,39.802901"
116.341375,39.802258,57.8,"116.341375,39.802258"
116.344664,39.802705,60.4,"116.344664,39.802705"
116.35269,39.797059,61.8,"116.35269,39.797059"
116.351575,39.795042,51.9,"116.351575,39.795042"
116.364295,39.797442,49.5,"116.364295,39.797442"
116.343657,39.788825,55.4,"116.343657,39.788825"
116.347771,39.791791,56.2,"116.347771,39.791791"
116.343657,39.788825,54.5,"116.343657,39.788825"
116.340189,39.800962,56.8,"116.340189,39.800962"
116.35269,39.797059,75.0,"116.35269,39.797059"
116.351995,39.801868,46.0,"116.351995,39.801868"
116.333514,39.797388,70.7,"116.333514,39.797388"
116.342803,39.797448,65.5,"116.342803,39.797448"
116.338303,39.798279,48.3,"116.338303,39.798279"
116.342803,39.799048,75.3,"116.342803,39.799048"
116.370179,39.804033,54.5,"116.370179,39.804033"
116.338303,39.798279,61.9,"116.338303,39.798279"
116.386011,39.806863,70.0,"116.386011,39.806863"
116.374819,39.807053,58.2,"116.374819,39.807053"
116.338303,39.798279,62.5,"116.338303,39.798279"
116.377536,39.799961,62.9,"116.377536,39.799961"
116.377536,39.799961,63.6,"116.377536,39.799961"
116.35269,39.797059,66.0,"116.35269,39.797059"
116.374819,39.807053,66.1,"116.374819,39.807053"
116.351219,39.804752,42.2,"116.351219,39.804752"
116.348786,39.799417,73.0,"116.348786,39.799417"
116.348786,39.799417,65.6,"116.348786,39.799417"
116.351575,39.795042,46.4,"116.351575,39.795042"
116.391186,39.773613,46.0,"116.391186,39.773613"
116.352435,39.806237,53.3,"116.352435,39.806237"
116.357702,39.797657,49.2,"116.357702,39.797657"
116.351219,39.804752,46.3,"116.351219,39.804752"
116.357702,39.797657,42.7,"116.357702,39.797657"
116.374819,39.807053,78.3,"116.374819,39.807053"
116.374819,39.807053,72.4,"116.374819,39.807053"
116.391186,39.773613,42.4,"116.391186,39.773613"
116.385869,39.772399,45.6,"116.385869,39.772399"
116.351971,39.794314,64.8,"116.351971,39.794314"
116.333514,39.797388,74.7,"116.333514,39.797388"
116.347685,39.792197,60.3,"116.347685,39.792197"
116.34799,39.794434,96.2,"116.34799,39.794434"
116.348786,39.799417,69.2,"116.348786,39.799417"
116.348786,39.799417,63.9,"116.348786,39.799417"
116.348786,39.799417,66.3,"116.348786,39.799417"
116.343657,39.788825,56.0,"116.343657,39.788825"
116.348786,39.799417,70.5,"116.348786,39.799417"
116.342803,39.797448,57.8,"116.342803,39.797448"
116.333514,39.797388,62.0,"116.333514,39.797388"
116.341375,39.802258,60.0,"116.341375,39.802258"
116.351901,39.800696,60.2,"116.351901,39.800696"
116.344664,39.802705,70.0,"116.344664,39.802705"
116.347685,39.792197,58.6,"116.347685,39.792197"
116.348199,39.788646,66.0,"116.348199,39.788646"
116.338519,39.789061,52.4,"116.338519,39.789061"
116.343657,39.788825,55.0,"116.343657,39.788825"
116.34799,39.794434,80.0,"116.34799,39.794434"
116.34799,39.794434,103.9,"116.34799,39.794434"
116.343657,39.788825,50.7,"116.343657,39.788825"
116.333514,39.797388,71.6,"116.333514,39.797388"
116.34799,39.794434,110.5,"116.34799,39.794434"
116.372227,39.811038,71.4,"116.372227,39.811038"
116.340189,39.800962,48.3,"116.340189,39.800962"
116.340189,39.800962,53.7,"116.340189,39.800962"
116.348786,39.799417,72.0,"116.348786,39.799417"
116.344664,39.802705,62.0,"116.344664,39.802705"
116.348786,39.799417,70.9,"116.348786,39.799417"
116.348786,39.799417,54.2,"116.348786,39.799417"
116.366467,39.798764,52.1,"116.366467,39.798764"
116.366467,39.798764,52.1,"116.366467,39.798764"
116.343657,39.788825,56.4,"116.343657,39.788825"
116.377536,39.799961,60.5,"116.377536,39.799961"
116.377536,39.799961,69.4,"116.377536,39.799961"
116.342803,39.792081,76.3,"116.342803,39.792081"
116.344664,39.802705,55.6,"116.344664,39.802705"
116.33898,39.800866,52.8,"116.33898,39.800866"
116.340189,39.800962,50.4,"116.340189,39.800962"
116.34799,39.794434,122.6,"116.34799,39.794434"
116.34799,39.794434,105.1,"116.34799,39.794434"
116.349768,39.796968,57.0,"116.349768,39.796968"
116.343657,39.788825,60.0,"116.343657,39.788825"
116.343657,39.788825,56.2,"116.343657,39.788825"
116.348786,39.799417,56.7,"116.348786,39.799417"
116.348786,39.799417,68.4,"116.348786,39.799417"
116.386011,39.806863,54.8,"116.386011,39.806863"
116.349768,39.796968,63.8,"116.349768,39.796968"
116.35269,39.797059,48.8,"116.35269,39.797059"
116.35269,39.797059,51.2,"116.35269,39.797059"
116.348199,39.788646,57.0,"116.348199,39.788646"
116.342803,39.799048,68.3,"116.342803,39.799048"
116.391186,39.773613,40.5,"116.391186,39.773613"
116.366467,39.798764,55.6,"116.366467,39.798764"
116.338303,39.798279,68.9,"116.338303,39.798279"
116.348786,39.799417,62.7,"116.348786,39.799417"
116.370179,39.804033,69.4,"116.370179,39.804033"
116.35269,39.797059,52.5,"116.35269,39.797059"
116.340189,39.800962,60.0,"116.340189,39.800962"
116.377536,39.799961,71.4,"116.377536,39.799961"
116.348786,39.799417,62.4,"116.348786,39.799417"
116.350111,39.797633,61.8,"116.350111,39.797633"
116.357702,39.797657,50.0,"116.357702,39.797657"
116.391186,39.773613,36.2,"116.391186,39.773613"
116.348786,39.799417,69.6,"116.348786,39.799417"
116.351575,39.795042,46.7,"116.351575,39.795042"
116.351995,39.801868,54.3,"116.351995,39.801868"
116.35269,39.797059,51.5,"116.35269,39.797059"
116.342803,39.797448,64.7,"116.342803,39.797448"
116.374819,39.807053,69.6,"116.374819,39.807053"
116.352446,39.801504,56.6,"116.352446,39.801504"
116.343657,39.788825,54.2,"116.343657,39.788825"
116.351219,39.804752,61.7,"116.351219,39.804752"
116.348786,39.799417,68.0,"116.348786,39.799417"
116.348786,39.799417,64.4,"116.348786,39.799417"
116.372227,39.811038,73.0,"116.372227,39.811038"
116.349601,39.807154,52.9,"116.349601,39.807154"
116.370179,39.804033,52.9,"116.370179,39.804033"
116.375444,39.812496,75.9,"116.375444,39.812496"
116.375444,39.812496,82.8,"116.375444,39.812496"
116.37177,39.817516,86.2,"116.37177,39.817516"
116.358807,39.832723,69.0,"116.358807,39.832723"
116.379616,39.809409,71.4,"116.379616,39.809409"
116.374699,39.809437,80.0,"116.374699,39.809437"
116.375444,39.812496,80.4,"116.375444,39.812496"
116.382543,39.809392,51.6,"116.382543,39.809392"
116.374699,39.809437,82.4,"116.374699,39.809437"
116.374699,39.809437,80.4,"116.374699,39.809437"
116.375444,39.812496,80.0,"116.375444,39.812496"
116.36724,39.815525,76.8,"116.36724,39.815525"
116.374699,39.809437,84.0,"116.374699,39.809437"
116.374699,39.809437,75.0,"116.374699,39.809437"
116.375444,39.812496,83.1,"116.375444,39.812496"
116.375444,39.812496,76.3,"116.375444,39.812496"
116.375444,39.812496,79.7,"116.375444,39.812496"
116.375444,39.812496,73.8,"116.375444,39.812496"
116.375444,39.812496,86.0,"116.375444,39.812496"
116.375444,39.812496,82.4,"116.375444,39.812496"
116.358807,39.832723,58.1,"116.358807,39.832723"
116.375444,39.812496,78.7,"116.375444,39.812496"
116.375444,39.812496,79.7,"116.375444,39.812496"
116.374699,39.809437,78.0,"116.374699,39.809437"
116.36724,39.815525,69.0,"116.36724,39.815525"
116.375444,39.812496,84.5,"116.375444,39.812496"
116.374699,39.809437,80.4,"116.374699,39.809437"
116.375444,39.812496,78.0,"116.375444,39.812496"
116.374699,39.809437,79.3,"116.374699,39.809437"
116.375444,39.812496,84.7,"116.375444,39.812496"
116.374699,39.809437,83.1,"116.374699,39.809437"
116.374699,39.809437,79.3,"116.374699,39.809437"
116.374699,39.809437,84.5,"116.374699,39.809437"
116.382543,39.809392,43.5,"116.382543,39.809392"
116.375444,39.812496,73.5,"116.375444,39.812496"
116.375444,39.812496,73.5,"116.375444,39.812496"
116.374699,39.809437,84.0,"116.374699,39.809437"
116.379616,39.809409,54.7,"116.379616,39.809409"
116.374699,39.809437,81.4,"116.374699,39.809437"
116.382543,39.809392,47.7,"116.382543,39.809392"
116.375444,39.812496,85.3,"116.375444,39.812496"
116.374699,39.809437,71.6,"116.374699,39.809437"
116.36724,39.815525,63.6,"116.36724,39.815525"
116.375444,39.812496,98.4,"116.375444,39.812496"
116.375444,39.812496,82.4,"116.375444,39.812496"
116.36724,39.815525,67.2,"116.36724,39.815525"
116.374699,39.809437,82.0,"116.374699,39.809437"
116.374699,39.809437,80.4,"116.374699,39.809437"
116.375444,39.812496,81.0,"116.375444,39.812496"
116.375444,39.812496,80.4,"116.375444,39.812496"
116.382543,39.809392,43.5,"116.382543,39.809392"
116.375444,39.812496,80.0,"116.375444,39.812496"
116.374699,39.809437,75.4,"116.374699,39.809437"
116.375444,39.812496,80.4,"116.375444,39.812496"
116.382543,39.809392,67.4,"116.382543,39.809392"
116.36724,39.815525,67.1,"116.36724,39.815525"
116.374699,39.809437,81.0,"116.374699,39.809437"
116.36724,39.815525,77.8,"116.36724,39.815525"
116.28512,39.888524,70.1,"116.28512,39.888524"
116.272928,39.885267,67.3,"116.272928,39.885267"
116.275541,39.872886,121.2,"116.275541,39.872886"
116.276474,39.88631,62.0,"116.276474,39.88631"
116.276504,39.888722,60.4,"116.276504,39.888722"
116.275541,39.872886,127.3,"116.275541,39.872886"
116.27162,39.888609,78.4,"116.27162,39.888609"
116.272928,39.885267,77.8,"116.272928,39.885267"
116.274233,39.89361,91.5,"116.274233,39.89361"
116.276504,39.888722,63.0,"116.276504,39.888722"
116.284571,39.88951,66.7,"116.284571,39.88951"
116.276474,39.88631,61.8,"116.276474,39.88631"
116.279958,39.875248,77.6,"116.279958,39.875248"
116.272928,39.885267,63.0,"116.272928,39.885267"
116.284107,39.895442,73.2,"116.284107,39.895442"
116.27876,39.895269,73.7,"116.27876,39.895269"
116.279563,39.87259,86.8,"116.279563,39.87259"
116.274233,39.89361,81.9,"116.274233,39.89361"
116.274233,39.89361,101.4,"116.274233,39.89361"
116.28537,39.88699,87.0,"116.28537,39.88699"
116.27876,39.885857,67.1,"116.27876,39.885857"
116.28537,39.88699,106.6,"116.28537,39.88699"
116.276474,39.88631,55.0,"116.276474,39.88631"
116.284107,39.895442,68.6,"116.284107,39.895442"
116.275541,39.872886,54.3,"116.275541,39.872886"
116.276474,39.88631,88.9,"116.276474,39.88631"
116.27876,39.895269,75.0,"116.27876,39.895269"
116.276504,39.888722,63.7,"116.276504,39.888722"
116.274233,39.89361,104.8,"116.274233,39.89361"
116.276474,39.88631,70.4,"116.276474,39.88631"
116.276474,39.88631,66.7,"116.276474,39.88631"
116.274641,39.888214,69.2,"116.274641,39.888214"
116.274233,39.89361,92.4,"116.274233,39.89361"
116.278701,39.887892,80.0,"116.278701,39.887892"
116.272928,39.885267,60.0,"116.272928,39.885267"
116.278979,39.873649,80.0,"116.278979,39.873649"
